SourceFile,SourceCreated,SourceModified,SourceAccessed,TargetCreated,TargetModified,TargetAccessed,FileSize,RelativePath,WorkingDirectory,FileAttributes,HeaderFlags,DriveType,VolumeSerialNumber,VolumeLabel,LocalPath,NetworkPath,CommonPath,Arguments,TargetIDAbsolutePath,TargetMFTEntryNumber,TargetMFTSequenceNumber,MachineID,MachineMACAddress,MACVendor,TrackerCreatedOn,ExtraBlocksPresent
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\913ada711431fb8f3d54c68c72eb0d9c.jpg.lnk,2019-03-26 15:47:12,2019-03-26 15:47:12,2019-03-26 15:47:12,2019-03-26 15:47:12,2019-03-26 15:47:12,2019-03-26 15:47:10,41500,..\..\..\..\..\Desktop\GoodOnes\913ada711431fb8f3d54c68c72eb0d9c.jpg,C:\Users\Justine B\Desktop\GoodOnes,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),DCAECB8D,Operating Sytem,C:\Users\Justine B\Desktop\GoodOnes\913ada711431fb8f3d54c68c72eb0d9c.jpg,,,,My Computer\Desktop\\,0x0,,desktop-n566fm9,70:5a:b6:91:13:5d,COMPAL INFORMATION,2019-03-26 10:43:45,"TrackerDataBaseBlock, PropertyStoreDataBlock"
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\nicepic.jpg.lnk,2019-03-26 12:41:37,2019-03-26 15:43:11,2019-03-26 15:43:11,2019-02-20 18:41:45,2019-02-19 18:19:58,2019-03-26 04:00:00,11320,,F:\,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasWorkingDir, IsUnicode, DisableKnownFolderTracking","Removable storage media (Floppy, USB)",20F3BCE6,CAMERACARD,F:\nicepic.jpg,,,,F:\\,0x400080,,,,,,
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\00y0y_j53rBCrjb8J_1200x900.jpg.lnk,2019-03-26 14:50:24,2019-03-26 15:42:42,2019-03-26 15:42:42,2019-03-26 14:50:24,2019-03-26 14:50:26,2019-03-26 04:00:00,28989,,F:\,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasWorkingDir, IsUnicode, DisableKnownFolderTracking","Removable storage media (Floppy, USB)",FC9BD2D2,,F:\00y0y_j53rBCrjb8J_1200x900.jpg,,,,F:\\,0xEA5120,,,,,,
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\52c01a6b565fe.image.jpg.lnk,2019-03-26 17:13:21,2019-03-26 17:13:21,2019-03-26 17:13:21,2019-03-26 17:13:21,2019-03-26 17:13:21,2019-03-26 17:13:21,0,..\..\..\..\..\Pictures\52c01a6b565fe.image.jpg,C:\Users\Justine B\Pictures,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),DCAECB8D,Operating Sytem,C:\Users\Justine B\Pictures\52c01a6b565fe.image.jpg,,,,My Computer\Pictures\,0x0,,desktop-n566fm9,70:5a:b6:91:13:5d,COMPAL INFORMATION,2019-03-26 10:43:45,"TrackerDataBaseBlock, PropertyStoreDataBlock"
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\grumpy-owl_c_2512435.jpg.lnk,2019-03-26 15:47:32,2019-03-26 15:47:32,2019-03-26 15:47:32,2019-03-26 15:47:31,2019-03-26 15:47:32,2019-03-26 15:47:29,54324,..\..\..\..\..\Desktop\GoodOnes\grumpy-owl_c_2512435.jpg,C:\Users\Justine B\Desktop\GoodOnes,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),DCAECB8D,Operating Sytem,C:\Users\Justine B\Desktop\GoodOnes\grumpy-owl_c_2512435.jpg,,,,My Computer\Desktop\\,0x0,,desktop-n566fm9,70:5a:b6:91:13:5d,COMPAL INFORMATION,2019-03-26 10:43:45,"TrackerDataBaseBlock, PropertyStoreDataBlock"
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\frogmouth.jpg.lnk,2019-03-26 12:41:43,2019-03-26 15:43:16,2019-03-26 15:43:16,2019-02-20 18:41:45,2019-02-19 15:30:26,2019-03-26 04:00:00,8632,,F:\,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasWorkingDir, IsUnicode, DisableKnownFolderTracking","Removable storage media (Floppy, USB)",20F3BCE6,CAMERACARD,F:\frogmouth.jpg,,,,F:\\,0x4001C0,,,,,,
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\Barn-Owl-Cocked-Head.jpg.696x0_q80_crop-smart.jpg.lnk,2019-03-27 12:06:06,2019-03-27 12:06:06,2019-03-27 12:06:06,,,,0,..\..\..\..\..\Desktop\Barn-Owl-Cocked-Head.jpg.696x0_q80_crop-smart.jpg,C:\Users\Justine B\Desktop,0,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),DCAECB8D,Operating Sytem,C:\Users\Justine B\Desktop\Barn-Owl-Cocked-Head.jpg.696x0_q80_crop-smart.jpg,,,,My Computer\Desktop\,0x0,,,,,,
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\hqdefault.jpg.lnk,2019-03-26 15:47:03,2019-03-26 15:47:03,2019-03-26 15:47:03,2019-03-26 15:47:02,2019-03-26 15:46:57,2019-03-26 15:46:56,40209,..\..\..\..\..\Desktop\GoodOnes\hqdefault.jpg,C:\Users\Justine B\Desktop\GoodOnes,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),DCAECB8D,Operating Sytem,C:\Users\Justine B\Desktop\GoodOnes\hqdefault.jpg,,,,My Computer\Desktop\\,0x0,,desktop-n566fm9,70:5a:b6:91:13:5d,COMPAL INFORMATION,2019-03-26 10:43:45,"TrackerDataBaseBlock, PropertyStoreDataBlock"
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\stellaAndSherlock.jpg.lnk,2019-03-26 17:24:49,2019-03-26 17:26:23,2019-03-26 17:26:23,2019-03-26 17:24:49,2019-03-26 17:24:49,2019-03-26 17:24:49,255490,..\..\..\..\..\Downloads\stellaAndSherlock.jpg,C:\Users\Justine B\Downloads,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),DCAECB8D,Operating Sytem,C:\Users\Justine B\Downloads\stellaAndSherlock.jpg,,,,My Computer\Downloads\,0x2701C,0x5,desktop-n566fm9,70:5a:b6:91:13:5d,COMPAL INFORMATION,2019-03-26 10:43:45,"TrackerDataBaseBlock, PropertyStoreDataBlock"
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\owls.pdf.lnk,2019-03-26 17:14:08,2019-03-26 17:14:08,2019-03-26 17:14:08,2019-03-26 17:14:08,2019-03-26 17:14:08,2019-03-26 17:14:08,0,..\..\..\..\..\Documents\owls.pdf,C:\Users\Justine B\Documents,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),DCAECB8D,Operating Sytem,C:\Users\Justine B\Documents\owls.pdf,,,,My Computer\Documents\,0x0,,desktop-n566fm9,70:5a:b6:91:13:5d,COMPAL INFORMATION,2019-03-26 10:43:45,"TrackerDataBaseBlock, PropertyStoreDataBlock"
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\Pictures.lnk,2019-03-26 17:13:21,2019-03-26 17:13:21,2019-03-26 17:13:21,2019-03-25 13:05:45,2019-03-26 17:13:21,2019-03-26 17:13:21,4096,..\..\..\..\..\Pictures,,"FileAttributeReadonly, FileAttributeDirectory","HasTargetIdList, HasLinkInfo, HasRelativePath, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),DCAECB8D,Operating Sytem,C:\Users\Justine B\Pictures,,,,My Computer\Pictures,,,desktop-n566fm9,70:5a:b6:91:13:5d,COMPAL INFORMATION,2019-03-25 15:52:24,"TrackerDataBaseBlock, PropertyStoreDataBlock"
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\Whooo_Am_I_Owls_Bro.pdf.lnk,2019-03-26 15:31:37,2019-03-26 16:09:39,2019-03-26 16:09:39,2019-03-26 15:31:37,2019-03-26 15:31:40,2019-03-26 04:00:00,3260666,,F:\,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasWorkingDir, IsUnicode, DisableKnownFolderTracking","Removable storage media (Floppy, USB)",FC9BD2D2,,F:\Whooo_Am_I_Owls_Bro.pdf,,,,F:\\,0xEA50A0,,,,,,
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\stella.jpg.lnk,2019-03-26 17:24:13,2019-03-26 17:24:13,2019-03-26 17:24:13,2019-03-26 17:24:13,2019-03-26 17:24:13,2019-03-26 17:24:13,45931,..\..\..\..\..\Downloads\stella.jpg,C:\Users\Justine B\Downloads,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),DCAECB8D,Operating Sytem,C:\Users\Justine B\Downloads\stella.jpg,,,,My Computer\Downloads\,0x0,,desktop-n566fm9,70:5a:b6:91:13:5d,COMPAL INFORMATION,2019-03-26 10:43:45,"TrackerDataBaseBlock, PropertyStoreDataBlock"
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\ARDB_species_names_numbers_simple.xlsx.lnk,2019-03-26 16:02:04,2019-03-26 16:02:04,2019-03-26 16:02:04,2019-03-26 15:49:04,2019-03-26 15:49:06,2019-03-26 15:49:04,21499,..\..\..\..\..\Downloads\ARDB_species_names_numbers_simple.xlsx,C:\Users\Justine B\Downloads,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),DCAECB8D,Operating Sytem,C:\Users\Justine B\Downloads\ARDB_species_names_numbers_simple.xlsx,,,,My Computer\Downloads\,0x25B93,0x1,desktop-n566fm9,70:5a:b6:91:13:5d,COMPAL INFORMATION,2019-03-26 10:43:45,"TrackerDataBaseBlock, PropertyStoreDataBlock"
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\USB Drive (F).lnk,2019-03-26 15:42:32,2019-03-26 16:49:36,2019-03-26 16:49:36,1980-01-01 04:00:00,1980-01-01 04:00:00,1980-01-01 04:00:00,0,,,FileAttributeDirectory,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking","Removable storage media (Floppy, USB)",FC9BD2D2,,F:\,,,,F:\,,,,,,,
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\Owl Musings.docx.lnk,2019-03-26 16:51:52,2019-03-26 16:53:13,2019-03-26 16:53:13,2019-03-26 16:51:52,2019-03-26 16:51:53,2019-03-26 16:51:52,20931,..\..\..\..\..\Documents\Owl Musings.docx,C:\Users\Justine B\Documents,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),DCAECB8D,Operating Sytem,C:\Users\Justine B\Documents\Owl Musings.docx,,,,My Computer\Documents\,0x6FA,0x6,desktop-n566fm9,70:5a:b6:91:13:5d,COMPAL INFORMATION,2019-03-26 10:43:45,"TrackerDataBaseBlock, PropertyStoreDataBlock"
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\CAMERACARD (F).lnk,2019-03-26 12:41:15,2019-03-26 15:43:20,2019-03-26 15:43:20,1980-01-01 04:00:00,1980-01-01 04:00:00,1980-01-01 04:00:00,0,,,FileAttributeDirectory,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking","Removable storage media (Floppy, USB)",20F3BCE6,CAMERACARD,F:\,,,,F:\,,,,,,,
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\Microsoft.lnk,2019-03-25 13:11:54,2019-03-25 13:11:54,2019-03-25 13:11:54,2019-03-25 13:05:45,2019-03-25 13:11:54,2019-03-25 13:11:54,4096,..\..,,"FileAttributeSystem, FileAttributeDirectory","HasTargetIdList, HasLinkInfo, HasRelativePath, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),DCAECB8D,Operating Sytem,C:\Users\Justine B\AppData\Roaming\Microsoft,,,,C:\\Users\\\\,0x157A7,0x1,desktop-n566fm9,70:5a:b6:91:13:5d,COMPAL INFORMATION,2019-03-25 15:52:24,"TrackerDataBaseBlock, PropertyStoreDataBlock"
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\814u1lDExtL._SL1343_.jpg.lnk,2019-03-26 14:49:06,2019-03-27 18:32:16,2019-03-27 18:32:16,2019-03-26 15:45:00,2019-03-26 14:49:08,2019-03-26 15:45:00,220536,..\..\..\..\..\Downloads\814u1lDExtL._SL1343_.jpg,C:\Users\Justine B\Downloads,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasRelativePath, HasWorkingDir, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),DCAECB8D,Operating Sytem,C:\Users\Justine B\Downloads\814u1lDExtL._SL1343_.jpg,,,,My Computer\Downloads\,0x24715,0xB,desktop-n566fm9,70:5a:b6:91:13:5d,COMPAL INFORMATION,2019-03-27 11:45:10,"TrackerDataBaseBlock, PropertyStoreDataBlock"
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\cuteowl.jpg.lnk,2019-03-26 12:41:15,2019-03-26 15:43:20,2019-03-26 15:43:20,2019-02-20 18:41:45,2019-02-19 18:21:14,2019-02-20 04:00:00,7827,,F:\,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasWorkingDir, IsUnicode, DisableKnownFolderTracking","Removable storage media (Floppy, USB)",20F3BCE6,CAMERACARD,F:\cuteowl.jpg,,,,F:\\,0x4000A0,,,,,,
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\30588_112467978790101_5187737_n.jpg.lnk,2019-03-26 14:54:31,2019-03-26 15:42:46,2019-03-26 15:42:46,2019-03-26 14:54:30,2019-03-26 14:54:32,2019-03-26 04:00:00,17585,,F:\,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, HasWorkingDir, IsUnicode, DisableKnownFolderTracking","Removable storage media (Floppy, USB)",FC9BD2D2,,F:\30588_112467978790101_5187737_n.jpg,,,,F:\\,0xEA5200,,,,,,
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\ISF\Labs\CaseStudy04\CaseFolder\RECENT\Recent\Downloads.lnk,2019-03-26 14:49:07,2019-03-27 18:32:16,2019-03-27 18:32:16,2019-03-25 13:05:45,2019-03-27 12:06:06,2019-03-27 12:06:06,4096,..\..\..\..\..\Downloads,,"FileAttributeReadonly, FileAttributeDirectory","HasTargetIdList, HasLinkInfo, HasRelativePath, IsUnicode, DisableKnownFolderTracking",Fixed storage media (Hard drive),DCAECB8D,Operating Sytem,C:\Users\Justine B\Downloads,,,,My Computer\Downloads,,,desktop-n566fm9,70:5a:b6:91:13:5d,COMPAL INFORMATION,2019-03-25 15:52:24,"TrackerDataBaseBlock, PropertyStoreDataBlock"
