Note,SourceFilename,SourceCreated,SourceModified,SourceAccessed,ExecutableName,Hash,Size,Version,RunCount,LastRun,PreviousRun0,PreviousRun1,PreviousRun2,PreviousRun3,PreviousRun4,PreviousRun5,PreviousRun6,Volume0Name,Volume0Serial,Volume0Created,Volume1Name,Volume1Serial,Volume1Created,Directories,FilesLoaded,ParsingError
,\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\CY5210_Information_System_Forensics\Labs\CaseFolder\Prefetch\Prefetch\SVCHOST.EXE-69427E29.pf,2019-01-19 03:08:43,2019-01-20 21:13:52,2022-10-07 19:50:30,SVCHOST.EXE,69427E29,23566,Windows 10 or Windows 11,4,2019-01-20 21:13:42,2019-01-20 21:11:04,2019-01-20 03:51:20,2019-01-19 03:08:32,,,,,\VOLUME{01d4afbc17080c3d-ea174897},EA174897,2019-01-19 05:59:07,,,,"\VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\GLOBALIZATION, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\GLOBALIZATION\SORTING, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\EN-US","\VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\SSDPSRV.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\NTDLL.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\SVCHOST.EXE, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\KERNEL32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\KERNELBASE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\LOCALE.NLS, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\SECHOST.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\RPCRT4.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\UCRTBASE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\COMBASE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\BCRYPTPRIMITIVES.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\RPCSS.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\KERNEL.APPCORE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\MSVCRT.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\USER32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\WIN32U.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\GDI32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\GDI32FULL.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\MSVCP_WIN.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\EN-US\SVCHOST.EXE.MUI, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\WS2_32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\NSI.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\WLDP.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\CRYPT32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\MSASN1.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\WINTRUST.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\ADVAPI32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\FIREWALLAPI.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\FWBASE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\IPHLPAPI.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\DHCPCSVC6.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\DHCPCSVC.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\CRYPTSP.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\RSAENH.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\BCRYPT.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\GLOBALIZATION\SORTING\SORTDEFAULT.NLS, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\CRYPTBASE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\MSWSOCK.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\WSHQOS.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\WSHTCPIP.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\$MFT, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\WSHIP6.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\SSPICLI.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\WINNSI.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\POWRPROF.DLL",False
,\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\CY5210_Information_System_Forensics\Labs\CaseFolder\Prefetch\Prefetch\EDD.EXE-F38EB619.pf,2019-01-21 19:49:57,2019-01-21 19:49:57,2019-01-21 19:49:57,EDD.EXE,F38EB619,29050,Windows 10 or Windows 11,1,2019-01-21 19:49:47,,,,,,,,\VOLUME{0000000000000000-cefb0e37},CEFB0E37,,\VOLUME{01d4afbc17080c3d-ea174897},EA174897,2019-01-19 05:59:07,"\VOLUME{0000000000000000-cefb0e37}\FORENSIC TOOLS\VOLUME{01d4afbc17080c3d-ea174897}\USERS, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL\TEMP, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\FONTS, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\GLOBALIZATION, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\GLOBALIZATION\SORTING, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\WINSXS\X86_MICROSOFT.WINDOWS.COMMON-CONTROLS_6595B64144CCF1DF_6.0.16299.904_NONE_5D78158DA7DF044E","\VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\NTDLL.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\WOW64.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\WOW64WIN.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\KERNEL32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\KERNEL32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\USER32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\WOW64CPU.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\NTDLL.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\KERNELBASE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\LOCALE.NLS, \VOLUME{0000000000000000-cefb0e37}\FORENSIC TOOLS\EDD.EXE, \VOLUME{01d4afbc17080c3d-ea174897}\$MFT, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\MSVBVM60.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\USER32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\WIN32U.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\GDI32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\GDI32FULL.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\MSVCP_WIN.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\UCRTBASE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\ADVAPI32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\MSVCRT.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\SECHOST.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\RPCRT4.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\SSPICLI.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\CRYPTBASE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\BCRYPTPRIMITIVES.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\OLE32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\COMBASE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\OLEAUT32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\IMM32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\GLOBALIZATION\SORTING\SORTDEFAULT.NLS, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\KERNEL.APPCORE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\UXTHEME.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\SXS.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\MSCTF.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\COML2.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL\TEMP\~DF9769CDE6EEDE1696.TMP, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\DWMAPI.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\WINSXS\X86_MICROSOFT.WINDOWS.COMMON-CONTROLS_6595B64144CCF1DF_6.0.16299.904_NONE_5D78158DA7DF044E\COMCTL32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\WINDOWSSHELL.MANIFEST, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\SHCORE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\FONTS\STATICCACHE.DAT, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\TEXTINPUTFRAMEWORK.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\COREMESSAGING.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\COREUICOMPONENTS.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\NTMARTA.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSWOW64\WINTYPES.DLL",False
,\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\CY5210_Information_System_Forensics\Labs\CaseFolder\Prefetch\Prefetch\RUNDLL32.EXE-81640945.pf,2019-01-20 02:42:20,2019-01-20 03:51:14,2022-10-07 19:50:30,RUNDLL32.EXE,81640945,25110,Windows 10 or Windows 11,8,2019-01-20 03:51:04,2019-01-20 03:02:23,2019-01-20 03:01:09,2019-01-20 03:00:05,2019-01-20 02:46:17,2019-01-20 02:45:11,2019-01-20 02:43:59,2019-01-20 02:42:10,\VOLUME{01d4afbc17080c3d-ea174897},EA174897,2019-01-19 05:59:07,,,,"\VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\EN-US","\VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\NTDLL.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\RUNDLL32.EXE, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\KERNEL32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\KERNELBASE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\LOCALE.NLS, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\MSVCRT.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\COMBASE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\UCRTBASE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\RPCRT4.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\BCRYPTPRIMITIVES.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\SHCORE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\IMAGEHLP.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\APPXDEPLOYMENTEXTENSIONS.ONECORE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\OLEAUT32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\MSVCP_WIN.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\ADVAPI32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\SECHOST.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\PROFAPI.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\APPXDEPLOYMENTSERVER.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\KERNEL.APPCORE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\CRYPT32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\MSASN1.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\STATEREPOSITORY.CORE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\NTMARTA.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\USERENV.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\MRMCORER.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\FIREWALLAPI.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\BCP47LANGS.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\TDH.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\FLTLIB.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\MRMDEPLOY.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\MINTDH.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\APPXDEPLOYMENTCLIENT.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\OLE32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\WEVTAPI.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\BCRYPT.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\WER.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\FWBASE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\USER32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\WIN32U.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\GDI32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\GDI32FULL.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\IMM32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\EN-US\RUNDLL32.EXE.MUI, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\UXTHEME.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\MSCTF.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\DWMAPI.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\$MFT",False
,\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\CY5210_Information_System_Forensics\Labs\CaseFolder\Prefetch\Prefetch\DLLHOST.EXE-02F39419.pf,2019-01-20 21:10:15,2019-01-20 21:25:45,2022-10-07 19:50:30,DLLHOST.EXE,2F39419,41220,Windows 10 or Windows 11,2,2019-01-20 21:25:35,2019-01-20 21:10:05,,,,,,,\VOLUME{01d4afbc17080c3d-ea174897},EA174897,2019-01-19 05:59:07,,,,"\VOLUME{01d4afbc17080c3d-ea174897}\$EXTEND, \VOLUME{01d4afbc17080c3d-ea174897}\USERS, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL\MICROSOFT, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL\MICROSOFT\INTERNET EXPLORER, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL\PACKAGES, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL\PACKAGES\MICROSOFT.MICROSOFTEDGE_8WEKYB3D8BBWE, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL\PACKAGES\MICROSOFT.MICROSOFTEDGE_8WEKYB3D8BBWE\APPDATA, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL\PACKAGES\MICROSOFT.MICROSOFTEDGE_8WEKYB3D8BBWE\APPDATA\USER, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL\PACKAGES\MICROSOFT.MICROSOFTEDGE_8WEKYB3D8BBWE\APPDATA\USER\DEFAULT, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\GLOBALIZATION, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\GLOBALIZATION\SORTING, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\REGISTRATION, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\EN-US","\VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\NTDLL.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\DLLHOST.EXE, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\KERNEL32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\KERNELBASE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\LOCALE.NLS, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\UCRTBASE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\COMBASE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\RPCRT4.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\BCRYPTPRIMITIVES.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\RPCSS.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\KERNEL.APPCORE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\MSVCRT.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\CLBCATQ.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\REGISTRATION\R000000000006.CLB, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\SECHOST.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\USER32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\WIN32U.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\GDI32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\GDI32FULL.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\MSVCP_WIN.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\IMM32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\UXTHEME.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\WEBPLATSTORAGESERVER.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\OLEAUT32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\ADVAPI32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\OLE32.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\WINDOWS.STORAGE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\SHLWAPI.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\SHCORE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\POWRPROF.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\PROFAPI.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\IERTUTIL.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\GLOBALIZATION\SORTING\SORTDEFAULT.NLS, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\USERENV.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\SSPICLI.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\$MFT, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\ESENT.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\EN-US\ESENT.DLL.MUI, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL\MICROSOFT\INTERNET EXPLORER\CACHESTORAGE\EDB.LOG, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL\MICROSOFT\INTERNET EXPLORER\CACHESTORAGE\EDB.CHK, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL\PACKAGES\MICROSOFT.MICROSOFTEDGE_8WEKYB3D8BBWE\APPDATA\USER\DEFAULT\CACHESTORAGE\CACHESTORAGE.EDB, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL\PACKAGES\MICROSOFT.MICROSOFTEDGE_8WEKYB3D8BBWE\APPDATA\USER\DEFAULT\CACHESTORAGE\CACHESTORAGE.JFM, \VOLUME{01d4afbc17080c3d-ea174897}\WINDOWS\SYSTEM32\CRYPTBASE.DLL, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL\PACKAGES\MICROSOFT.MICROSOFTEDGE_8WEKYB3D8BBWE\APPDATA\USER\DEFAULT\INDEXED DB\EDB.LOG, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL\PACKAGES\MICROSOFT.MICROSOFTEDGE_8WEKYB3D8BBWE\APPDATA\USER\DEFAULT\INDEXED DB\EDB.CHK, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL\PACKAGES\MICROSOFT.MICROSOFTEDGE_8WEKYB3D8BBWE\APPDATA\USER\DEFAULT\INDEXED DB\INDEXEDDB.EDB, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL\PACKAGES\MICROSOFT.MICROSOFTEDGE_8WEKYB3D8BBWE\APPDATA\USER\DEFAULT\INDEXED DB\INDEXEDDB.JFM, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\APPDATA\INDEXED DB\EDB.LOG, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\APPDATA\INDEXED DB\EDB.CHK, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\APPDATA\INDEXED DB\INDEXEDDB.EDB, \VOLUME{01d4afbc17080c3d-ea174897}\USERS\SROGERS\APPDATA\LOCAL\PACKAGES\MICROSOFT.WINDOWS.CORTANA_CW5N1H2TXYEWY\APPDATA\INDEXED DB\INDEXEDDB.JFM",False
