SourceFile,SourceCreated,SourceModified,SourceAccessed,AppId,AppIdDescription,DestListVersion,LastUsedEntryNumber,MRU,EntryNumber,CreationTime,LastModified,Hostname,MacAddress,Path,InteractionCount,PinStatus,FileBirthDroid,FileDroid,VolumeBirthDroid,VolumeDroid,TargetCreated,TargetModified,TargetAccessed,FileSize,RelativePath,WorkingDirectory,FileAttributes,HeaderFlags,DriveType,VolumeSerialNumber,VolumeLabel,LocalPath,CommonPath,TargetIDAbsolutePath,TargetMFTEntryNumber,TargetMFTSequenceNumber,MachineID,MachineMACAddress,TrackerCreatedOn,ExtraBlocksPresent,Arguments,Notes
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\CY5210_Information_System_Forensics\Labs\CaseStudy02\CaseFolder\Recent\Recent_ethomas\AutomaticDestinations\ecd1a5e2c3af9c46.automaticDestinations-ms,2018-03-31 14:22:00,2018-03-31 14:42:39,2022-11-03 23:12:36,ecd1a5e2c3af9c46,LibreOffice 5.1.0.3 Press,4,4,2,2,,2018-03-31 14:41:52,,,F:\9781111310646_PPT_ch07.pptx,1,False,,,,,2018-03-31 14:41:00,2013-08-15 13:46:04,2018-03-31 04:00:00,493205,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink","Removable storage media (Floppy, USB)",0CBB6FC8,IronKey USB,F:\9781111310646_PPT_ch07.pptx,,F:\\,0x200860,,,,,PropertyStoreDataBlock,,
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\CY5210_Information_System_Forensics\Labs\CaseStudy02\CaseFolder\Recent\Recent_ethomas\AutomaticDestinations\ecd1a5e2c3af9c46.automaticDestinations-ms,2018-03-31 14:22:00,2018-03-31 14:42:39,2022-11-03 23:12:36,ecd1a5e2c3af9c46,LibreOffice 5.1.0.3 Press,4,4,3,1,,2018-03-31 14:22:00,,,F:\Proprietary Corporate Data.pptx,1,False,,,,,2018-03-30 18:18:45,2018-03-30 18:15:24,2018-03-31 04:00:00,49764,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink","Removable storage media (Floppy, USB)",0CBB6FC8,IronKey USB,F:\Proprietary Corporate Data.pptx,,F:\\,0x200280,,,,,PropertyStoreDataBlock,,
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\CY5210_Information_System_Forensics\Labs\CaseStudy02\CaseFolder\Recent\Recent_ethomas\AutomaticDestinations\f01b4d95cf55d32a.automaticDestinations-ms,2018-03-27 00:11:07,2018-03-31 14:45:54,2022-11-03 23:12:36,f01b4d95cf55d32a,Windows Explorer Windows 8.1,4,7,0,7,2018-03-31 12:47:08,2018-03-31 14:45:54,ethomas_desktop,34:68:95:94:f8:5c,C:\Users\ethomas\Dropbox,2,False,9f9d407f-34e1-11e8-a404-34689594f85c,9f9d407f-34e1-11e8-a404-34689594f85c,7778aea2-74bb-4079-81d7-bc2bfe4b5698,7778aea2-74bb-4079-81d7-bc2bfe4b5698,2018-03-31 13:21:49,2018-03-31 14:45:54,2018-03-31 14:45:54,4096,,,"FileAttributeReadonly, FileAttributeDirectory","HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),60D53EE6,,C:\Users\ethomas\Dropbox,,My Computer\C:\\\,0x2259A,0x2,ethomas_desktop,34:68:95:94:f8:5c,2018-03-31 12:47:08,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\CY5210_Information_System_Forensics\Labs\CaseStudy02\CaseFolder\Recent\Recent_ethomas\AutomaticDestinations\f01b4d95cf55d32a.automaticDestinations-ms,2018-03-27 00:11:07,2018-03-31 14:45:54,2022-11-03 23:12:36,f01b4d95cf55d32a,Windows Explorer Windows 8.1,4,7,1,3,2018-03-26 23:59:26,2018-03-31 14:45:42,desktop-impb9r9,34:68:95:94:f8:5c,knownfolder:{FDD39AD0-238F-46AF-ADB4-6C85480369C7} ==> Documents,8,True,b6decf3f-3151-11e8-a401-34689594f85c,b6decf3f-3151-11e8-a401-34689594f85c,7778aea2-74bb-4079-81d7-bc2bfe4b5698,7778aea2-74bb-4079-81d7-bc2bfe4b5698,2018-03-27 00:09:38,2018-03-31 14:45:51,2018-03-31 14:45:51,4096,,,"FileAttributeReadonly, FileAttributeDirectory","HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),60D53EE6,,C:\Users\ethomas\Documents,,My Computer\Documents,,,ethomas_desktop,34:68:95:94:f8:5c,2018-03-26 23:59:26,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\CY5210_Information_System_Forensics\Labs\CaseStudy02\CaseFolder\Recent\Recent_ethomas\AutomaticDestinations\f01b4d95cf55d32a.automaticDestinations-ms,2018-03-27 00:11:07,2018-03-31 14:45:54,2022-11-03 23:12:36,f01b4d95cf55d32a,Windows Explorer Windows 8.1,4,7,2,2,2018-03-26 23:59:26,2018-03-31 14:07:45,desktop-impb9r9,34:68:95:94:f8:5c,knownfolder:{374DE290-123F-4565-9164-39C4925E467B} ==> Downloads,4,True,b6decf44-3151-11e8-a401-34689594f85c,b6decf44-3151-11e8-a401-34689594f85c,7778aea2-74bb-4079-81d7-bc2bfe4b5698,7778aea2-74bb-4079-81d7-bc2bfe4b5698,2018-03-27 00:09:38,2018-03-31 14:07:45,2018-03-31 14:07:45,4096,,,"FileAttributeReadonly, FileAttributeDirectory","HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),60D53EE6,,C:\Users\ethomas\Downloads,,My Computer\Downloads,,,ethomas_desktop,34:68:95:94:f8:5c,2018-03-26 23:59:26,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\CY5210_Information_System_Forensics\Labs\CaseStudy02\CaseFolder\Recent\Recent_ethomas\AutomaticDestinations\f01b4d95cf55d32a.automaticDestinations-ms,2018-03-27 00:11:07,2018-03-31 14:45:54,2022-11-03 23:12:36,f01b4d95cf55d32a,Windows Explorer Windows 8.1,4,7,3,1,2018-03-26 23:59:26,2018-03-27 00:11:07,desktop-impb9r9,34:68:95:94:f8:5c,knownfolder:{754AC886-DF64-4CBA-86B5-F7FBF4FBCEF5} ==> ThisPCDesktopFolder,3,True,b6decf43-3151-11e8-a401-34689594f85c,b6decf43-3151-11e8-a401-34689594f85c,7778aea2-74bb-4079-81d7-bc2bfe4b5698,7778aea2-74bb-4079-81d7-bc2bfe4b5698,2018-03-27 00:09:38,2018-03-27 00:11:05,2018-03-27 00:11:05,0,,,"FileAttributeReadonly, FileAttributeDirectory","HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),60D53EE6,,C:\Users\ethomas\Desktop,,My Computer\Desktop,,,desktop-impb9r9,34:68:95:94:f8:5c,2018-03-26 23:59:26,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\CY5210_Information_System_Forensics\Labs\CaseStudy02\CaseFolder\Recent\Recent_ethomas\AutomaticDestinations\f01b4d95cf55d32a.automaticDestinations-ms,2018-03-27 00:11:07,2018-03-31 14:45:54,2022-11-03 23:12:36,f01b4d95cf55d32a,Windows Explorer Windows 8.1,4,7,4,6,2018-03-26 23:59:26,2018-03-27 00:11:07,desktop-impb9r9,34:68:95:94:f8:5c,knownfolder:{18989B1D-99B5-455B-841C-AB7C74E4DDFC} ==> Videos,3,False,b6decf3e-3151-11e8-a401-34689594f85c,b6decf3e-3151-11e8-a401-34689594f85c,7778aea2-74bb-4079-81d7-bc2bfe4b5698,7778aea2-74bb-4079-81d7-bc2bfe4b5698,2018-03-27 00:09:38,2018-03-27 00:11:05,2018-03-27 00:11:04,0,,,"FileAttributeReadonly, FileAttributeDirectory","HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),60D53EE6,,C:\Users\ethomas\Videos,,My Computer\Videos,,,desktop-impb9r9,34:68:95:94:f8:5c,2018-03-26 23:59:26,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\CY5210_Information_System_Forensics\Labs\CaseStudy02\CaseFolder\Recent\Recent_ethomas\AutomaticDestinations\f01b4d95cf55d32a.automaticDestinations-ms,2018-03-27 00:11:07,2018-03-31 14:45:54,2022-11-03 23:12:36,f01b4d95cf55d32a,Windows Explorer Windows 8.1,4,7,5,5,2018-03-26 23:59:26,2018-03-27 00:11:07,desktop-impb9r9,34:68:95:94:f8:5c,knownfolder:{4BD8D571-6D19-48D3-BE97-422220080E43} ==> Music,3,False,b6decf42-3151-11e8-a401-34689594f85c,b6decf42-3151-11e8-a401-34689594f85c,7778aea2-74bb-4079-81d7-bc2bfe4b5698,7778aea2-74bb-4079-81d7-bc2bfe4b5698,2018-03-27 00:09:38,2018-03-27 00:11:05,2018-03-27 00:11:05,0,,,"FileAttributeReadonly, FileAttributeDirectory","HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),60D53EE6,,C:\Users\ethomas\Music,,My Computer\Music,,,desktop-impb9r9,34:68:95:94:f8:5c,2018-03-26 23:59:26,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\CY5210_Information_System_Forensics\Labs\CaseStudy02\CaseFolder\Recent\Recent_ethomas\AutomaticDestinations\f01b4d95cf55d32a.automaticDestinations-ms,2018-03-27 00:11:07,2018-03-31 14:45:54,2022-11-03 23:12:36,f01b4d95cf55d32a,Windows Explorer Windows 8.1,4,7,6,4,2018-03-26 23:59:26,2018-03-27 00:11:07,desktop-impb9r9,34:68:95:94:f8:5c,knownfolder:{33E28130-4E1E-4676-835A-98395C3BC3BB} ==> Pictures,3,True,b6decf41-3151-11e8-a401-34689594f85c,b6decf41-3151-11e8-a401-34689594f85c,7778aea2-74bb-4079-81d7-bc2bfe4b5698,7778aea2-74bb-4079-81d7-bc2bfe4b5698,2018-03-27 00:09:38,2018-03-27 00:11:05,2018-03-27 00:11:05,0,,,"FileAttributeReadonly, FileAttributeDirectory","HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),60D53EE6,,C:\Users\ethomas\Pictures,,My Computer\Pictures,,,desktop-impb9r9,34:68:95:94:f8:5c,2018-03-26 23:59:26,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
\\Mac\Home\Documents\_Education\Northeastern\PhD_Cybersecurity\CY5210_Information_System_Forensics\Labs\CaseStudy02\CaseFolder\Recent\Recent_ethomas\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms,2018-03-27 00:11:08,2018-03-31 14:45:54,2022-11-03 23:07:11,5f7b5f1e01b83767,Quick Access,4,11,0,9,2018-03-31 12:47:08,2018-03-31 14:45:48,ethomas_desktop,34:68:95:94:f8:5c,C:\Users\ethomas\Documents\EthanThomas_Notes.docx,2,False,9f9d406e-34e1-11e8-a404-34689594f85c,9f9d406e-34e1-11e8-a404-34689594f85c,7778aea2-74bb-4079-81d7-bc2bfe4b5698,7778aea2-74bb-4079-81d7-bc2bfe4b5698,2018-03-31 14:43:58,2018-03-31 14:44:00,2018-03-31 14:44:00,9015,,,FileAttributeArchive,"HasTargetIdList, HasLinkInfo, IsUnicode, DisableKnownFolderTracking, AllowLinkToLink",Fixed storage media (Hard drive),60D53EE6,,C:\Users\ethomas\Documents\EthanThomas_Notes.docx,,My Computer\C:\\\\,0x22714,0x3,ethomas_desktop,34:68:95:94:f8:5c,2018-03-31 12:47:08,"TrackerDataBaseBlock, PropertyStoreDataBlock",,
